verse_id,pair,su_idx,tgt_idx,su_text,tgt_text,sim,len_ratio,punct_diff,ne_overlap,flag
Hakim-Hakim:1:55,su-id,1,1,"Sanggeus kanyahoan Abimelek maot, urang Israil baralik ka imah-imahna.","Setelah dilihat oleh orang Israel, bahwa Abimelekh telah mati, pergilah mereka, masing-masing ke tempat kediamannya.",0.8699,0.619,2,1.0,Medium
Hakim-Hakim:1:56,su-id,1,1,"Ku jalan kitu Allah ngabales kajahatan Abimelek anu geus hianat ka ramana, meuncitan saderek-saderekna anu tujuh puluh tea.","Demikianlah Allah membalaskan kejahatan yang dilakukan oleh Abimelekh kepada ayahnya, yaitu pembunuhan atas ketujuh puluh saudaranya;",0.8201,0.818,1,1.0,High
Hakim-Hakim:1:57,su-id,3,3,Hakim-hakim 10,Hakim-hakim 10,1.0,1.0,0,1.0,High
Hosea:1:1,su-id,1,1,"Ieu pangandika PANGERAN, anu ditimbalkeun ka Hosea putra Beri, waktu karajaan Yuda patuturut dirajaan ku raja-raja Usia, Yotam, Ahas jeung Hiskia, sarta karajaan Israil dirajaan ku Yarobam putra Yoas.","Firman TUHAN yang datang kepada Hosea bin Beeri pada zaman Uzia, Yotam, Ahas dan Hizkia, raja-raja Yehuda, dan pada zaman Yerobeam bin Yoas, raja Israel.",0.8785,0.892,0,1.0,High
Hosea:1:2,su-id,1,1,"Basa PANGERAN mimiti ngandika ka Israil nganggo perantaraan Hosea, kieu timbalana-Na ka Hosea, ""Maneh kudu kawin ka hiji awewe; engkena eta pamajikan maneh moal satia.","Ketika TUHAN mulai berbicara dengan perantaraan Hosea, berfirmanlah Ia kepada Hosea: ""Pergilah, kawinilah seorang perempuan sundal dan peranakkanlah anak-anak sundal, karena negeri ini bersundal hebat dengan membelakangi TUHAN.""",0.7486,0.865,3,1.0,Low
Hosea:1:3,su-id,1,1,"Tuluy Hosea nikah ka hiji wanita ngaran Gomer, anak Diblaim.","Maka pergilah ia dan mengawini Gomer binti Diblaim, lalu mengandunglah perempuan itu dan melahirkan baginya seorang anak laki-laki.",0.717,0.545,0,1.0,Medium
Hosea:1:4,su-id,1,1,"Hosea ditimbalan ku PANGERAN, kieu timbalana-Na, ""Eta budak ngaranan Yisrel.","Kemudian berfirmanlah TUHAN kepada Hosea: ""Berilah nama Yizreel kepada anak itu, sebab sedikit waktu lagi maka Aku akan menghukum keluarga Yehu karena hutang darah Yizreel dan Aku akan mengakhiri pemerintahan kaum Israel.",0.6236,0.444,2,1.0,Low
Hosea:1:5,su-id,1,1,"Angkatan perang raja Israil ku Kami rek ditumpes di Lebak Yisrel.""","Maka pada waktu itu Aku akan mematahkan busur panah Israel di lembah Yizreel.""",0.6535,0.867,0,1.0,Medium
Hosea:1:6,su-id,3,2,"Timbalan PANGERAN ka Hosea, ""Eta ngaranna Lo-Ruhama (hartina: 'Teu Dipikawelas'), sabab sakeudeung deui Kami moal mikawelas deui ka umat Kami Israil, sumawonna ngahampura.","Berfirmanlah TUHAN kepada Hosea: ""Berilah nama Lo-Ruhama kepada anak itu, sebab Aku tidak akan menyayangi lagi kaum Israel, dan sama sekali tidak akan mengampuni mereka.",0.7754,0.97,1,1.0,Medium
Hosea:1:7,su-id,2,2,"Ngarahayukeunana lain ku jalan perang, lain ku pedang atawa gondewa katut jamparing, lain kuda jeung nu tarumpak kuda.""","Aku akan menyelamatkan mereka bukan dengan panah atau pedang, dengan alat perang atau dengan kuda dan orang-orang berkuda.""",0.7865,0.957,1,1.0,Medium
Hosea:1:7,su-id,1,1,"Tapi urang Yuda mah tetep dipikawelas, rek dirahayukeun ku Kami, PANGERAN, Allahna.","Tetapi Aku akan menyayangi kaum Yehuda dan menyelamatkan mereka demi TUHAN, Allah mereka.",0.6187,0.938,2,1.0,Medium
Hosea:1:8,su-id,1,1,"Sanggeus Lo-Ruhama disapih nyusu, Gomer ngandeg deui.","Sesudah menyapih Lo-Ruhama, mengandunglah perempuan itu lagi dan melahirkan seorang anak laki-laki.",0.6694,0.611,0,1.0,Medium
Hosea:1:9,su-id,1,1,"Lahiran PANGERAN ka Hosea, ""Eta ngaranna Lo-Ami (hartina: Lain Umat Kami), geusan nandakeun yen Israil geus lain umat Kami deui.","Lalu berfirmanlah Ia: ""Berilah nama Lo-Ami kepada anak itu, sebab kamu ini bukanlah umat-Ku dan Aku ini bukanlah Allahmu.""",0.6471,0.966,1,1.0,Medium
Hosea:1:10,su-id,2,2,"Timbalan Allah ayeuna ka maranehna, ""Maraneh lain umat Kami,"" tapi baris aya hiji mangsa PANGERAN bakal nimbalan kieu: ""Maraneh teh putra-putra Allah anu jumeneng!""","Dan di tempat di mana dikatakan kepada mereka: ""Kamu ini bukanlah umat-Ku,"" akan dikatakan kepada mereka: ""Anak-anak Allah yang hidup.""",0.7244,0.941,3,1.0,Low
Hosea:1:10,su-id,1,1,"Bangsa Israil bakal ngalobaan lir keusik lautan, moal kataker moal kaitung.","Tetapi kelak, jumlah orang Israel akan seperti pasir laut, yang tidak dapat ditakar dan tidak dapat dihitung.",0.6541,0.65,1,1.0,Medium
Hosea:1:11,su-id,4,2,Hosea 2,Hosea 2,1.0,1.0,0,1.0,High
Hosea:1:11,su-id,1,1,Bangsa Yuda jeung bangsa Israil baris dihijikeun deui.,"Orang Yehuda dan orang Israel akan berkumpul bersama-sama dan akan mengangkat bagi mereka satu pemimpin, lalu mereka akan menduduki negeri ini, sebab besar hari Yizreel itu.",0.6709,0.29,2,1.0,Low
Hosea:1:13,su-id,1,1,"Manehna baris dihukum, ku Kami, lantaran sering neler-neler Kami saban meuleum menyan pikeun Baal, jeung saban make perhiasan sarta neang kabogoh-kabogohna.","(2-12) Dan Aku akan menghukum dia karena hari-hari ketika dia membakar korban untuk para Baal, berhias dengan anting-antingnya dan kalungnya, dan mengikuti para kekasihnya dan melupakan Aku,"" demikianlah firman TUHAN.",0.6209,0.674,0,1.0,Medium
Hosea:1:15,su-id,2,2,"Di dinya manehna tangtu nurut deui ka Kami cara keur ngorana, basa manehna kakara datang ti Mesir tea.","Maka dia akan merelakan diri di sana seperti pada masa mudanya, seperti pada waktu dia berangkat keluar dari tanah Mesir.",0.7195,0.909,0,1.0,Medium
Ibrani:1:1,su-id,1,1,"Jaman baheula Allah sering ngandika ka karuhun urang, make rupa-rupa cara, ditepikeunana ku nabi-nabi.","Setelah pada zaman dahulu Allah berulang kali dan dalam pelbagai cara berbicara kepada nenek moyang kita dengan perantaraan nabi-nabi,",0.8556,0.955,1,1.0,High
Ibrani:1:2,su-id,1,1,"Ayeuna, dina jaman ahir, ngandika-Na ka urang ku perantaraan Putra-Na, anu geus digadangkeun bakal diserenan hak kana saniskara hal.","maka pada zaman akhir ini Ia telah berbicara kepada kita dengan perantaraan Anak-Nya, yang telah Ia tetapkan sebagai yang berhak menerima segala yang ada.",0.8134,0.964,2,1.0,Medium
Ibrani:1:2,su-id,2,2,"Allah ngajadikeun langit jeung bumi oge ku perantaraan Putra-Na,",Oleh Dia Allah telah menjadikan alam semesta.,0.6794,0.667,1,1.0,Medium
Ibrani:1:3,su-id,3,2,"Sanggeus nyucikeun manusa tina dosana, Anjeunna linggih di sawarga, di tengeneun Allah Nu Maha Kawasa.","Dan setelah Ia selesai mengadakan penyucian dosa, Ia duduk di sebelah kanan Yang Mahabesar, di tempat yang tinggi,",0.7565,0.857,1,1.0,Medium
Ibrani:1:3,su-id,1,1,"anu nyumiratkeun cahaya gumilang kamulyaan Mantenna, sarta anu kaayaana-Na nyeples Allah ku manten.",Ia adalah cahaya kemuliaan Allah dan gambar wujud Allah dan menopang segala yang ada dengan firman-Nya yang penuh kekuasaan.,0.629,0.773,1,1.0,Medium
Ibrani:1:4,su-id,2,1,Jenengan anu dipaparinkeun ka Putra-Na leuwih agung ti batan ngaran-ngaran malaikat.,"jauh lebih tinggi dari pada malaikat-malaikat, sama seperti nama yang dikaruniakan kepada-Nya jauh lebih indah dari pada nama mereka.",0.7626,0.64,1,1.0,Medium
Ibrani:1:5,su-id,2,2,"Ayeuna Ama jadi Rama Hidep."" Hal ngeunaan malaikat, Allah henteu ngadawuh, ""Kami bakal jadi Rama-Na, Anjeunna bakal jadi Putra Kami.""","Engkau telah Kuperanakkan pada hari ini?"" dan ""Aku akan menjadi Bapa-Nya, dan Ia akan menjadi Anak-Ku?""",0.6086,0.867,4,1.0,Low
Ibrani:1:6,su-id,1,1,"Waktu Allah ngutus eta Putra cikal, Mantenna nimbalan kieu, ""Malaikat Allah kabeh kudu nyembah ka Anjeunna.""","Dan ketika Ia membawa pula Anak-Nya yang sulung ke dunia, Ia berkata: ""Semua malaikat Allah harus menyembah Dia.""",0.8505,0.84,2,1.0,Medium
Ibrani:1:7,su-id,1,1,"Anu ngeunaan malaikat mah kieu timbalana-Na, ""Malaikat-malaikat-Na ku Mantenna dijadikeun angin, abdi-abdi-Na dijadikeun seuneu hurung.""","Dan tentang malaikat-malaikat Ia berkata: ""Yang membuat malaikat-malaikat-Nya menjadi badai dan pelayan-pelayan-Nya menjadi nyala api.""",0.8525,0.967,3,1.0,Low
Ibrani:1:8,su-id,1,1,"Ari ngeunaan Putra-Na, kieu dawuhan Allah, ""Karajaan Hidep, ya Allah, pingadegeun salalanggengna.","Tetapi tentang Anak Ia berkata: ""Takhta-Mu, ya Allah, tetap untuk seterusnya dan selamanya, dan tongkat kerajaan-Mu adalah tongkat kebenaran.",0.6917,0.69,2,1.0,Medium
Ibrani:1:10,su-id,1,1,"Dawuhana-Na deui, ""Ya Pangeran, mimitina Hidep ngajadikeun bumi, sarta ngajadikeun langit ku metakeun panangan.","Dan: ""Pada mulanya, ya Tuhan, Engkau telah meletakkan dasar bumi, dan langit adalah buatan tangan-Mu.",0.7681,0.913,1,1.0,Medium
Ibrani:1:14,su-id,3,2,Ibrani 2,Ibrani 2,1.0,1.0,0,1.0,High
Ibrani:1:14,su-id,2,1,"Malaikat-malaikat mah roh anu ngawula ka Allah, anu ku Mantenna diutus pikeun ngabarantu jelema-jelema anu bakal nampa kasalametan.","Bukankah mereka semua adalah roh-roh yang melayani, yang diutus untuk melayani mereka yang harus memperoleh keselamatan?",0.7193,0.833,1,1.0,Medium
Ibrani:1:15,su-id,1,1,"sarta ku jalan kitu Anjeunna iasa ngabebaskeun manusa, anu saumur hirupna dikukuntit ku kasieun, sieun maot.",dan supaya dengan jalan demikian Ia membebaskan mereka yang seumur hidupnya berada dalam perhambaan oleh karena takutnya kepada maut.,0.8363,0.95,2,1.0,Medium
Ibrani:1:16,su-id,1,1,"Tetela anu dibelaan ku Anjeunna teh lain para malaikat, tapi turunan Ibrahim, sakumaha anu disebutkeun dina Kitab Suci.","Sebab sesungguhnya, bukan malaikat-malaikat yang Ia kasihani, tetapi keturunan Abraham yang Ia kasihani.",0.6958,0.857,0,1.0,Medium
Ibrani:1:17,su-id,1,1,"Ieu hartina dina sagala hal Anjeunna kudu jadi sarua jeung saderek-saderek-Na tea, supaya iasa jadi Imam Agung anu satia jeung pinuh ku sipat welas asih, anu ngalalayanan Allah pikeun mangpa'at maranehanana, sangkan dosa-dosa maranehna dihampura.","Itulah sebabnya, maka dalam segala hal Ia harus disamakan dengan saudara-saudara-Nya, supaya Ia menjadi Imam Besar yang menaruh belas kasihan dan yang setia kepada Allah untuk mendamaikan dosa seluruh bangsa.",0.8453,0.822,1,1.0,High
Ibrani:1:18,su-id,2,2,Ibrani 3,Ibrani 3,1.0,1.0,0,1.0,High
Ibrani:1:19,su-id,2,2,Ibrani 4,Ibrani 4,1.0,1.0,0,1.0,High
Ibrani:1:20,su-id,2,2,Ibrani 7,Ibrani 7,1.0,1.0,0,1.0,High
Ibrani:1:20,su-id,1,1,"Yesus geus lebet ka dinya heulaeun urang, pikeun urang, jadi Imam Agung urang salalanggengna, saperti Melkisidik.","di mana Yesus telah masuk sebagai Perintis bagi kita, ketika Ia, menurut peraturan Melkisedek, menjadi Imam Besar sampai selama-lamanya.",0.7883,0.8,0,1.0,Medium
Ibrani:1:21,su-id,1,1,"Tapi waktu Yesus dijenengkeun jadi Imam, dikukuhkeun ku sumpah Allah, dawuhana-Na, ""Pangeran sumpah, sumpah-Na moal barobah, Hidep jadi Imam langgeng.""","tetapi Ia dengan sumpah, diucapkan oleh Dia yang berfirman kepada-Nya: ""Tuhan telah bersumpah dan Ia tidak akan menyesal: Engkau adalah Imam untuk selama-lamanya"" --",0.7709,0.941,6,0.0,Low
Ibrani:1:22,su-id,1,1,Ku jalan kitu Yesus teh jadi tanggelan tina hiji perjangjian anu leuwih pangajina.,demikian pula Yesus adalah jaminan dari suatu perjanjian yang lebih kuat.,0.7506,0.857,0,1.0,Medium
Ibrani:1:25,su-id,1,1,"Ku lantaran kitu Yesus salawasna iasa nyalametkeun manusa anu datang ka Allah liwat Anjeunna, sabab Anjeunna, anu jumeneng salalanggengna bakal mangmundutkeun kasalametan manusa ka Allah.",Karena itu Ia sanggup juga menyelamatkan dengan sempurna semua orang yang oleh Dia datang kepada Allah.,0.7071,0.607,2,0.0,Low
Ibrani:1:26,su-id,2,1,"Anjeunna mah suci, tanpa cela, tanpa dosa, geus dipisahkeun ti manusa anu dosa, sarta geus diangkat ka tempat luhureun sakabeh langit.","Sebab Imam Besar yang demikianlah yang kita perlukan: yaitu yang saleh, tanpa salah, tanpa noda, yang terpisah dari orang-orang berdosa dan lebih tinggi dari pada tingkat-tingkat sorga,",0.6812,0.722,1,1.0,Medium
Ibrani:1:27,su-id,1,1,Anjeunna teu cara imam-imam agung sejen anu kudu nyieun kurban pikeun nebus heula dosana sorangan terus nebus dosa jalma rea.,"yang tidak seperti imam-imam besar lain, yang setiap hari harus mempersembahkan korban untuk dosanya sendiri dan sesudah itu barulah untuk dosa umatnya, sebab hal itu telah dilakukan-Nya satu kali untuk selama-lamanya, ketika Ia mempersembahkan diri-Nya sendiri sebagai korban.",0.6634,0.46,3,1.0,Low
Ibrani:1:28,su-id,3,2,Ibrani 8,Ibrani 8,1.0,1.0,0,1.0,High
Ibrani:1:28,su-id,2,1,"Ari Putra Allah, anu diangkat beh dieueun Hukum eta, diangkatna jadi Imam Agung sanggeus dijadikeun sampurna keur salalanggengna, dikukuhkeun ku jangji Allah anu dikuatan ku sumpah Mantenna.","Sebab hukum Taurat menetapkan orang-orang yang diliputi kelemahan menjadi Imam Besar, tetapi sumpah, yang diucapkan kemudian dari pada hukum Taurat, menetapkan Anak, yang telah menjadi sempurna sampai selama-lamanya.",0.6828,0.838,1,1.0,Medium
Ibrani:1:29,su-id,1,1,"Geus komo deui anu ngahinakeun ka Putra Allah, anu ngarerendah getih perjangjian Allah nya eta getih Kristus anu nyucikeun dirina tina dosa, anu ngahina ka Roh anu maparin rahmat!","Betapa lebih beratnya hukuman yang harus dijatuhkan atas dia, yang menginjak-injak Anak Allah, yang menganggap najis darah perjanjian yang menguduskannya, dan yang menghina Roh kasih karunia?",0.7468,1.0,3,1.0,Low
Ibrani:1:35,su-id,1,1,"Anu matak ulah pegat pangharepan, sabab lamun aranjeun tetep iman gede ganjaranana.","Sebab itu janganlah kamu melepaskan kepercayaanmu, karena besar upah yang menantinya.",0.6869,0.929,0,1.0,Medium
Ibrani:1:37,su-id,1,1,"Sabab dina Kitab Suci aya ungel kieu, ""Moal lila deui ge, Anjeunna tangtu sumping, geus meh sumping; Anjeunna moal talangke.","""Sebab sedikit, bahkan sangat sedikit waktu lagi, dan Ia yang akan datang, sudah akan ada, tanpa menangguhkan kedatangan-Nya.",0.6651,1.0,2,1.0,Medium
Ibrani:1:39,su-id,3,2,Ibrani 11,Ibrani 11,1.0,1.0,0,1.0,High
Ibrani:1:40,su-id,3,2,Ibrani 12,Ibrani 12,1.0,1.0,0,1.0,High
Ibrani:1:40,su-id,1,1,sabab Allah geus nyayagikeun anu leuwih utama pikeun urang.,Sebab Allah telah menyediakan sesuatu yang lebih baik bagi kita; tanpa kita mereka tidak dapat sampai kepada kesempurnaan.,0.7148,0.5,1,1.0,Medium
Imamat:1:3,su-id,1,1,"Lamun anu rek dijieun kurban beuleuman teh sapi, kudu anu jalu sarta mulus.","Jikalau persembahannya merupakan korban bakaran dari lembu, haruslah ia mempersembahkan seekor jantan yang tidak bercela.",0.6737,0.882,0,1.0,Medium
Imamat:1:4,su-id,1,1,"Tumpangkeun leungeun nu boga kurban kana sirah eta sapi, geus kitu kakara bakal katampi keur kurban pamupus dosa.","Lalu ia harus meletakkan tangannya ke atas kepala korban bakaran itu, sehingga baginya persembahan itu diperkenan untuk mengadakan pendamaian baginya.",0.6447,0.909,0,1.0,Medium
Imamat:1:5,su-id,1,1,"Peuncit di dinya, getihna sanggakeun ka PANGERAN ku imam turunan Harun, kepret-kepret kana sakuriling altar anu aya di lawang Kemah.","Kemudian haruslah ia menyembelih lembu itu di hadapan TUHAN, dan anak-anak Harun, imam-imam itu, harus mempersembahkan darah lembu itu dan menyiramkannya pada sekeliling mezbah yang di depan pintu Kemah Pertemuan.",0.688,0.658,1,1.0,Medium
Imamat:1:9,su-id,1,1,"Jeroan jeung pingping tukang duanana ku nu boga kurban kudu dikumbah sing beresih, tuluy teundeun ku imam kana altar, hijikeun jeung baturna.","Tetapi isi perutnya dan betisnya haruslah dibasuh dengan air dan seluruhnya itu harus dibakar oleh imam di atas mezbah sebagai korban bakaran, sebagai korban api-apian yang baunya menyenangkan bagi TUHAN.",0.6177,0.735,1,1.0,Medium
Imamat:1:10,su-id,1,1,"Lamun pikurbaneunana domba atawa embe, sarua keneh kudu jalu tur mulus.","Jikalau persembahannya untuk korban bakaran adalah dari kambing domba, baik dari domba, maupun dari kambing, haruslah ia mempersembahkan seekor jantan yang tidak bercela.",0.6219,0.481,2,1.0,Low
Imamat:1:11,su-id,1,1,"Peuncit gigireun altar sisi kaler, kepret-kepret getihna ku imam kana sakuriling altar.","Haruslah ia menyembelihnya pada sisi mezbah sebelah utara di hadapan TUHAN, lalu haruslah anak-anak Harun, imam-imam itu, menyiramkan darahnya pada mezbah sekelilingnya.",0.6281,0.533,2,1.0,Medium
Imamat:1:12,su-id,1,1,"Awakna potongan ku nu boga kurban, sagala babagian katut sirah jeung gajihna teundeun ku imam kana altar.","Kemudian haruslah ia memotong-motongnya menurut bagian-bagian tertentu, dan bersama-sama kepalanya dan lemaknya diaturlah semuanya itu oleh imam di atas kayu yang sedang menyala di atas mezbah.",0.6185,0.559,0,1.0,Medium
Imamat:1:13,su-id,1,1,"Jeroan jeung pingping tukang duanana sina dikumbah ku nu boga kurban, kakara haturkeun ku imam ka PANGERAN, beuleum kabeh dina altar.","Isi perut dan betisnya haruslah dibasuhnya dengan air, dan seluruhnya itu haruslah dipersembahkan oleh imam dan dibakar di atas mezbah: itulah korban bakaran, suatu korban api-apian yang baunya menyenangkan bagi TUHAN.",0.7057,0.649,1,1.0,Medium
Imamat:1:15,su-id,1,1,"Eta manuk ku imam kudu dibawa kana altar, beuheungna palitekkeun, sirahna beuleum dina altar.","Imam harus membawanya ke mezbah, lalu memulas kepalanya dan membakarnya di atas mezbah.",0.6862,0.882,1,1.0,Medium
Imamat:1:21,su-id,2,2,Kitu carana kurban pikeun nebus dosa sakumna rayat.,Itulah korban penghapus dosa untuk jemaah.,0.648,0.778,0,1.0,Medium
Imamat:1:22,su-id,1,1,"Upama anu boga dosa teh gegeden, teu kahaja ngalanggar salah sarupa cegahan PANGERAN,","Jikalau yang berbuat dosa itu seorang pemuka yang tidak dengan sengaja melakukan salah satu hal yang dilarang TUHAN, Allahnya, sehingga ia bersalah,",0.6172,0.6,1,1.0,Medium
Imamat:1:25,su-id,1,1,"Imam kudu nyelupkeun ramo kana getih eta embe, tuluy getihna oles-oles kana tatandukan altar.","Kemudian haruslah imam mengambil dengan jarinya sedikit dari darah korban penghapus dosa itu, lalu membubuhnya pada tanduk-tanduk mezbah korban bakaran.",0.691,0.75,0,1.0,Medium
Imamat:1:26,su-id,2,2,"Ku jalan kitu eta gegeden teh ku eta imam dipangnyieunkeun kurban pikeun nebus dosana, tangtu dihampura.","Dengan demikian imam mengadakan pendamaian bagi orang itu karena dosanya, sehingga ia menerima pengampunan.",0.7308,0.889,0,1.0,Medium
Imamat:1:26,su-id,1,1,Kabeh gajihna ku imam kudu dibeuleum dina altar sakumaha gajih sato kurban panarima.,"Tetapi segala lemak harus dibakarnya di atas mezbah, seperti juga lemak korban keselamatan.",0.6626,0.933,1,1.0,Medium
Imamat:1:30,su-id,1,1,"Imam kudu nyelupkeun ramo kana eta getih embe, oles-oles kana juru tatandukan altar.","Kemudian imam harus mengambil dengan jarinya sedikit dari darah korban itu, lalu membubuhnya pada tanduk-tanduk mezbah korban bakaran.",0.6752,0.773,0,1.0,Medium
Imamat:1:31,su-id,2,2,"Ku jalan kitu eta jelema teh ku imam dipangnyieunkeun kurban dosa, tangtu dihampura.",Dengan demikian imam mengadakan pendamaian bagi orang itu sehingga ia menerima pengampunan.,0.6248,0.867,1,1.0,Medium
Imamat:1:32,su-id,1,1,"Upama sato kurban pamupus dosa teh domba, kudu nu bikang jeung mulus.","Jika ia membawa seekor domba sebagai persembahannya menjadi korban penghapus dosa, haruslah ia membawa seekor betina yang tidak bercela.",0.6799,0.667,0,1.0,Medium
Imamat:1:34,su-id,1,1,"Imam kudu nyelupkeun ramona kana getih eta domba, tuluy oles-oles kana juru tatandukan altar.","Kemudian imam harus mengambil dengan jarinya sedikit dari darah korban penghapus dosa itu, lalu membubuhnya pada tanduk-tanduk mezbah korban bakaran.",0.724,0.75,0,1.0,Medium
Imamat:1:35,su-id,3,3,Imamat 5,Imamat 5,1.0,1.0,0,1.0,High
Imamat:1:35,su-id,2,2,"Ku jalan kitu eta jelema ku imam dipangnyieunkeun kurban dosa, tangtu dihampura.","Dengan demikian imam mengadakan pendamaian bagi orang itu karena dosa yang telah diperbuatnya, sehingga ia menerima pengampunan.",0.6889,0.737,0,1.0,Medium
Imamat:1:37,su-id,1,1,"Kitu aturan-aturan hal kurban beuleuman, kurban kadaharan, kurban pamupus dosa, kurban kasalahan, kurban pangistrenan, jeung kurban panarima.","Itulah hukum tentang korban bakaran, korban sajian, korban penghapus dosa, korban penebus salah, persembahan pentahbisan dan korban keselamatan,",0.8228,0.92,0,1.0,High
Imamat:1:38,su-id,2,2,Imamat 8,Imamat 8,1.0,1.0,0,1.0,High
Imamat:1:38,su-id,1,1,"Kitu timbalan PANGERAN ka Musa di Gunung Sinai di tanah gurun, dina poean anjeunna ngembarkeun aturan-aturan kurban pikeun urang Israil.",yang diperintahkan TUHAN kepada Musa di atas gunung Sinai pada hari TUHAN memerintahkan kepada orang Israel mempersembahkan persembahan mereka kepada TUHAN di padang gurun Sinai.,0.7612,0.923,1,1.0,Medium
Imamat:1:41,su-id,1,1,"Sato-sato taneuh anu lalembut teu meunang didahar,","Segala binatang yang merayap dan berkeriapan di atas bumi, adalah kejijikan, janganlah dimakan.",0.6157,0.625,1,1.0,Medium
Imamat:1:45,su-id,1,1,"Kami teh PANGERAN anu ngaluarkeun maraneh ti Mesir, nepi ka jadi Allah maraneh.","Sebab Akulah TUHAN yang telah menuntun kamu keluar dari tanah Mesir, supaya menjadi Allahmu; jadilah kudus, sebab Aku ini kudus.",0.6154,0.625,2,1.0,Medium
Imamat:1:46,su-id,1,1,"Ieu kabeh jadi aturan anu ngeunaan sasatoan, manuk, sato cai, jeung sato taneuh.","Itulah hukum tentang binatang berkaki empat, burung-burung dan segala makhluk hidup yang bergerak di dalam air dan segala makhluk yang mengeriap di atas bumi,",0.7443,0.607,1,1.0,Medium
Imamat:1:48,su-id,1,1,"atawa dina barang kulit atawa sakur barang tina kulit,","entah pada benang lungsin atau benang pakannya, entah pada kulit atau sesuatu barang kulit,",0.8002,0.625,1,1.0,Medium
Imamat:1:49,su-id,1,1,"upama eta tanda buluk warnana geus semu hejo atawa semu beureum, eta tanda yen bulukna geus mimiti nemen, barangna kudu ditembongkeun ka imam.","--kalau tanda pada barang-barang itu sudah kemerah-merahan warnanya, maka itu kusta--hal itu harus diperiksakan kepada imam.",0.7205,0.963,1,1.0,Medium
Imamat:1:50,su-id,1,1,"Ku imam kudu diilikan, terus singkurkeun tujuh poe.","Kalau tanda itu telah diperiksa oleh imam, ia harus mengasingkan yang mempunyai tanda itu tujuh hari lamanya.",0.6508,0.526,0,1.0,Medium
Imamat:1:53,su-id,1,1,"Tapi upama buluk tea dina eta barang henteu ngalegaan,","Tetapi jikalau menurut pemeriksaan imam tanda itu tidak meluas pada barang-barang itu,",0.6388,0.667,0,1.0,Medium
Imamat:1:54,su-id,1,1,ku imam kudu dititah dikumbah heula tuluy disingkurkeun tujuh poe deui.,"maka imam harus memerintahkan orang mencuci barang yang mempunyai tanda itu, lalu ia harus mengasingkannya tujuh hari lagi untuk kedua kalinya.",0.7473,0.522,1,1.0,Medium
Imamat:1:59,su-id,1,1,"Kitu papakon ngeunaan hal buluk dina papakean atawa lawon boh tina wol atawa kaci, atawa dina barang naon bae anu dijieun tina kulit.","Itulah hukum tentang kusta yang ada pada pakaian bulu domba atau lenan atau pada benang lungsin atau pada benang pakan atau pada setiap barang kulit, untuk menyatakan tahir atau najisnya."" Imamat 14",0.7219,0.714,0,1.0,Medium
Kejadian:1:1,su-id,1,1,"Nalika Allah nyiptakeun jagat raya,",Pada mulanya Allah menciptakan langit dan bumi.,0.7661,0.75,1,1.0,Medium
Kejadian:1:3,su-id,1,1,"Lajeng Allah ngandika, ""Sing caang,"" bray bae caang.","Berfirmanlah Allah: ""Jadilah terang."" Lalu terang itu jadi.",0.809,1.0,3,1.0,Low
Kejadian:1:5,su-id,2,2,Peuting geus kaganti ku isuk: Poe nu kahiji.,"Jadilah petang dan jadilah pagi, itulah hari pertama.",0.6491,1.0,2,1.0,Medium
Kejadian:1:6,su-id,2,1,"Allah geus ngadamel kelewung, anu misahkeun cai di sahandapeunana ti cai nu aya di saluhureun kelewung tea.","Berfirmanlah Allah: ""Jadilah cakrawala di tengah segala air untuk memisahkan air dari air.""",0.6845,0.895,2,1.0,Medium
Kejadian:1:8,su-id,1,1,"Eta kelewung ku Mantenna dingaranan ""Langit"".",Lalu Allah menamai cakrawala itu langit.,0.6993,0.778,0,1.0,Medium
Kejadian:1:8,su-id,2,2,Peuting kaganti deui ku isuk: Poe nu kadua.,"Jadilah petang dan jadilah pagi, itulah hari kedua.",0.6433,1.0,2,1.0,Medium
Kejadian:1:9,su-id,1,1,"Allah ngandika, ""Cai nu aya di sahandapeun langit sing ngumpul jadi satempat, sangkan tembong taneuh."" Seug bae jadi.","Berfirmanlah Allah: ""Hendaklah segala air yang di bawah langit berkumpul pada satu tempat, sehingga kelihatan yang kering."" Dan jadilah demikian.",0.8278,0.923,2,1.0,Medium
Kejadian:1:10,su-id,1,1,"Taneuh tea ku Mantenna dingaranan ""Darat"", ari pakumpulan cai dingaranan ""Laut"".","Lalu Allah menamai yang kering itu darat, dan kumpulan air itu dinamai-Nya laut.",0.6736,1.0,0,1.0,Medium
Kejadian:1:11,su-id,1,1,"Allah ngandika, ""Di darat sing aya rupa-rupa tatangkalan, boh nu ngabijilkeun sisikian, boh nu baruahan."" Seug bae jadi.","Berfirmanlah Allah: ""Hendaklah tanah menumbuhkan tunas-tunas muda, tumbuh-tumbuhan yang berbiji, segala jenis pohon buah-buahan yang menghasilkan buah yang berbiji, supaya ada tumbuh-tumbuhan di bumi."" Dan jadilah demikian.",0.6572,0.628,1,1.0,Medium
Kejadian:1:13,su-id,1,1,Peuting kaganti deui ku isuk: Poe nu katilu.,"Jadilah petang dan jadilah pagi, itulah hari ketiga.",0.6469,1.0,2,1.0,Medium
