verse_id,sent_idx,sent_id,su_sentence,id_sentence,en_sentence,su_tokens,id_tokens,en_tokens,flag_su_id_emb,flag_su_en_emb
Hakim-Hakim:1:16,2,Hakim-Hakim:1:16#2,Seug maratuh di dinya reujeung urang Amalek.,,They went and lived with the people of Judah.,Seug maratuh di dinya reujeung urang Amalek .,,They went and lived with the people of Judah .,,
Hakim-Hakim:1:17,1,Hakim-Hakim:1:17#1,Kaom Yuda maju jeung kaom Simeon ngelehkeun urang Kanaan anu di kota Sepat.,"Yehuda maju bersama-sama dengan Simeon, saudaranya itu, lalu mereka memukul kalah orang Kanaan, penduduk Zefat; mereka menumpas kota itu.",The men of Judah went with their brothers the men of Simeon and defeated the Canaanites living in Zephath.,Kaom Yuda maju jeung kaom Simeon ngelehkeun urang Kanaan anu di kota Sepat .,"Yehuda maju bersama - sama dengan Simeon , saudaranya itu , lalu mereka memukul kalah orang Kanaan , penduduk Zefat ; mereka menumpas kota itu .",The men of Judah went with their brothers the men of Simeon and defeated the Canaanites living in Zephath .,Low,High
Hakim-Hakim:1:17,2,Hakim-Hakim:1:17#2,"Eta kota ku maranehna disapa, diburak-barik, tuluy dingaranan Horma.",Sebab itu kota itu dinamai Horma.,They wiped out Zephath.,"Eta kota ku maranehna disapa , diburak - barik , tuluy dingaranan Horma .",Sebab itu kota itu dinamai Horma .,They wiped out Zephath .,Medium,Medium
Hakim-Hakim:1:17,3,Hakim-Hakim:1:17#3,,,So people now call the city Hormah.,,,So people now call the city Hormah .,,
Hakim-Hakim:1:18,1,Hakim-Hakim:1:18#1,"(1:18-19) Ku pitulungna PANGERAN, urang Yuda geus bisa ngarebut eta kota pagunungan.","Selanjutnya suku Yehuda merebut Gaza dengan daerahnya, Askelon dengan daerahnya dan Ekron dengan daerahnya.","The men of Judah captured Gaza, Ashkelon, Ekron, and the territory surrounding each of these cities.","( 1 : 18 - 19 ) Ku pitulungna PANGERAN , urang Yuda geus bisa ngarebut eta kota pagunungan .","Selanjutnya suku Yehuda merebut Gaza dengan daerahnya , Askelon dengan daerahnya dan Ekron dengan daerahnya .","The men of Judah captured Gaza , Ashkelon , Ekron , and the territory surrounding each of these cities .",,
Hakim-Hakim:1:18,2,Hakim-Hakim:1:18#2,"Tapi kota Gasa jeung Askelon atawa Ekron, anu perenahna di sapanjang basisir, jeung desa-desa sakurilingna, henteu karebut.",,,"Tapi kota Gasa jeung Askelon atawa Ekron , anu perenahna di sapanjang basisir , jeung desa - desa sakurilingna , henteu karebut .",,,Medium,Medium
Hakim-Hakim:1:18,3,Hakim-Hakim:1:18#3,"Urang Yuda teu bisaeun ngusir pribumina, sabab barogaeun kareta perang tina beusi.",,,"Urang Yuda teu bisaeun ngusir pribumina , sabab barogaeun kareta perang tina beusi .",,,,
Hakim-Hakim:1:19,1,Hakim-Hakim:1:19#1,,"Dan TUHAN menyertai suku Yehuda, sehingga mereka menduduki pegunungan itu; tetapi mereka tidak dapat menghalau penduduk yang di lembah, sebab orang-orang ini mempunyai kereta-kereta besi.",TheLordwas with the men of Judah.,,"Dan TUHAN menyertai suku Yehuda , sehingga mereka menduduki pegunungan itu ; tetapi mereka tidak dapat menghalau penduduk yang di lembah , sebab orang - orang ini mempunyai kereta - kereta besi .",TheLordwas with the men of Judah .,,
Hakim-Hakim:1:19,2,Hakim-Hakim:1:19#2,,,"They conquered the hill country, but they could not conquer the people living in the coastal plain, because they had chariots with iron-rimmed wheels.",,,"They conquered the hill country , but they could not conquer the people living in the coastal plain , because they had chariots with iron - rimmed wheels .",,
Hakim-Hakim:1:20,1,Hakim-Hakim:1:20#1,"Sakumaha anu geus diparentahkeun ku Musa, Hebron diselehkeun ka Kaleb anu geus ngusir tilu golongan kaom turunan Enak ti eta kota.","Kepada Kaleb telah diberikan Hebron, seperti yang dikatakan Musa dahulu, dan dari sana telah dihalaukannya anak Enak yang tiga itu.","Caleb received Hebron, just as Moses had promised.","Sakumaha anu geus diparentahkeun ku Musa , Hebron diselehkeun ka Kaleb anu geus ngusir tilu golongan kaom turunan Enak ti eta kota .","Kepada Kaleb telah diberikan Hebron , seperti yang dikatakan Musa dahulu , dan dari sana telah dihalaukannya anak Enak yang tiga itu .","Caleb received Hebron , just as Moses had promised .",Medium,
Hakim-Hakim:1:20,2,Hakim-Hakim:1:20#2,,,He drove out the three Anakites.,,,He drove out the three Anakites .,,
Hakim-Hakim:1:21,1,Hakim-Hakim:1:21#1,Tapi kaom Binyamin henteu ngusir urang Yebus anu caricing di Yerusalem.,"Tetapi orang Yebus, penduduk kota Yerusalem, tidak dihalau oleh bani Benyamin, jadi orang Yebus itu masih diam bersama-sama dengan bani Benyamin di Yerusalem sampai sekarang.","The men of Benjamin, however, did not conquer the Jebusites living in Jerusalem.",Tapi kaom Binyamin henteu ngusir urang Yebus anu caricing di Yerusalem .,"Tetapi orang Yebus , penduduk kota Yerusalem , tidak dihalau oleh bani Benyamin , jadi orang Yebus itu masih diam bersama - sama dengan bani Benyamin di Yerusalem sampai sekarang .","The men of Benjamin , however , did not conquer the Jebusites living in Jerusalem .",Low,Medium
Hakim-Hakim:1:21,2,Hakim-Hakim:1:21#2,Urang Yebus tetep caricing di dinya jeung urang Binyamin nepi ka ayeuna.,,The Jebusites live with the people of Benjamin in Jerusalem to this very day.,Urang Yebus tetep caricing di dinya jeung urang Binyamin nepi ka ayeuna .,,The Jebusites live with the people of Benjamin in Jerusalem to this very day .,,Medium
Hakim-Hakim:1:22,1,Hakim-Hakim:1:22#1,(1:22-23) Kaom Epraim jeung Menase maju merangan kota Betel anu harita ngaranna Lus.,"Keturunan Yusuf juga maju menyerang Betel, dan TUHAN menyertai mereka.","When the men of Joseph attacked Bethel, theLordwas with them.",( 1 : 22 - 23 ) Kaom Epraim jeung Menase maju merangan kota Betel anu harita ngaranna Lus .,"Keturunan Yusuf juga maju menyerang Betel , dan TUHAN menyertai mereka .","When the men of Joseph attacked Bethel , theLordwas with them .",,
Hakim-Hakim:1:22,2,Hakim-Hakim:1:22#2,Perangna dibantu ku PANGERAN.,,,Perangna dibantu ku PANGERAN .,,,,
Hakim-Hakim:1:22,3,Hakim-Hakim:1:22#3,Maranehanana ngirim mata-mata ka ditu.,,,Maranehanana ngirim mata - mata ka ditu .,,,,
Hakim-Hakim:1:23,1,Hakim-Hakim:1:23#1,,Keturunan Yusuf menyuruh orang mengintai Betel itu--nama kota itu dahulu adalah Lus.,"When the men of Joseph spied out Bethel (it used to be called Luz),",,Keturunan Yusuf menyuruh orang mengintai Betel itu - - nama kota itu dahulu adalah Lus .,"When the men of Joseph spied out Bethel ( it used to be called Luz ) ,",,
Hakim-Hakim:1:24,1,Hakim-Hakim:1:24#1,"Aya jelema anu kaluar ti jero kota, ku mata-mata dibawa ngomong, pokna, ""Kami tuduhan sangkan bisa asup ka kota, engke maneh moal dikua-kieu.""","Ketika pengintai-pengintai itu melihat seorang keluar dari kota itu, maka berkatalah mereka kepadanya: ""Tolong tunjukkan bagaimana kami dapat memasuki kota ini, maka kami akan memperlakukan engkau sebagai sahabat.""",the spies spotted a man leaving the city.,"Aya jelema anu kaluar ti jero kota , ku mata - mata dibawa ngomong , pokna , "" Kami tuduhan sangkan bisa asup ka kota , engke maneh moal dikua - kieu . ""","Ketika pengintai - pengintai itu melihat seorang keluar dari kota itu , maka berkatalah mereka kepadanya : "" Tolong tunjukkan bagaimana kami dapat memasuki kota ini , maka kami akan memperlakukan engkau sebagai sahabat . """,the spies spotted a man leaving the city .,Low,
Hakim-Hakim:1:24,2,Hakim-Hakim:1:24#2,,,"They said to him, ""If you show us a secret entrance into the city, we will reward you.""",,,"They said to him , "" If you show us a secret entrance into the city , we will reward you . """,,
Hakim-Hakim:1:25,1,Hakim-Hakim:1:25#1,Seug ku eta jelema dituduhan.,"Lalu ditunjukkannyalah kepada mereka bagaimana mereka dapat memasuki kota itu, dan mereka memukul kota itu dengan mata pedang, tetapi orang itu dengan seluruh kaumnya dibiarkan mereka pergi.","He showed them a secret entrance into the city, and they put the city to the sword.",Seug ku eta jelema dituduhan .,"Lalu ditunjukkannyalah kepada mereka bagaimana mereka dapat memasuki kota itu , dan mereka memukul kota itu dengan mata pedang , tetapi orang itu dengan seluruh kaumnya dibiarkan mereka pergi .","He showed them a secret entrance into the city , and they put the city to the sword .",,
Hakim-Hakim:1:25,2,Hakim-Hakim:1:25#2,"Urang kota eta ku kaom Epraim jeung Menase ditumpes, iwal ti eta jelema katut sakulawargana.",,But they let the man and his extended family leave safely.,"Urang kota eta ku kaom Epraim jeung Menase ditumpes , iwal ti eta jelema katut sakulawargana .",,But they let the man and his extended family leave safely .,,
Hakim-Hakim:1:26,1,Hakim-Hakim:1:26#1,Eta jelema satuluyna indit ka tanah Het.,Orang itu pergi ke negeri orang Het dan mendirikan di sana sebuah kota yang dinamainya Lus.,He moved to Hittite country and built a city.,Eta jelema satuluyna indit ka tanah Het .,Orang itu pergi ke negeri orang Het dan mendirikan di sana sebuah kota yang dinamainya Lus .,He moved to Hittite country and built a city .,,
Hakim-Hakim:1:26,2,Hakim-Hakim:1:26#2,"Di dituna nyieun kota, dingaranan Lus, nu tetep ngaranna kitu nepi ka ayeuna.",Demikianlah nama kota itu sampai sekarang.,"He named it Luz, and it has kept that name to this very day.","Di dituna nyieun kota , dingaranan Lus , nu tetep ngaranna kitu nepi ka ayeuna .",Demikianlah nama kota itu sampai sekarang .,"He named it Luz , and it has kept that name to this very day .",Medium,Medium
Hakim-Hakim:1:27,1,Hakim-Hakim:1:27#1,"Urang pribumi anu henteu diusir ku kaom Menase, nya eta anu di kota-kota Bet San, Taanak, Dor, Yiblam.","Suku Manasye tidak menghalau penduduk Bet-Sean dan penduduk segala anak kotanya, penduduk Taanakh dengan segala anak kotanya, penduduk Dor dengan segala anak kotanya, penduduk Yibleam dengan segala anak kotanya, dan penduduk Megido dengan segala anak kotanya, sebab orang Kanaan itu berkeras untuk tetap diam di negeri itu.","The men of Manasseh did not conquer Beth Shan, Taanach, or their surrounding towns.","Urang pribumi anu henteu diusir ku kaom Menase , nya eta anu di kota - kota Bet San , Taanak , Dor , Yiblam .","Suku Manasye tidak menghalau penduduk Bet - Sean dan penduduk segala anak kotanya , penduduk Taanakh dengan segala anak kotanya , penduduk Dor dengan segala anak kotanya , penduduk Yibleam dengan segala anak kotanya , dan penduduk Megido dengan segala anak kotanya , sebab orang Kanaan itu berkeras untuk tetap diam di negeri itu .","The men of Manasseh did not conquer Beth Shan , Taanach , or their surrounding towns .",Low,
Hakim-Hakim:1:27,2,Hakim-Hakim:1:27#2,"Megido, katut desa-desa anu darareukeut.",,"Nor did they conquer the people living in Dor, Ibleam, Megiddo or their surrounding towns.","Megido , katut desa - desa anu darareukeut .",,"Nor did they conquer the people living in Dor , Ibleam , Megiddo or their surrounding towns .",,
Hakim-Hakim:1:27,3,Hakim-Hakim:1:27#3,Eta urang Kanaan teh tetep di darinya.,,The Canaanites managed to remain in those areas.,Eta urang Kanaan teh tetep di darinya .,,The Canaanites managed to remain in those areas .,,
Hakim-Hakim:1:28,1,Hakim-Hakim:1:28#1,"Sanggeus urang Israil tambah kuat, eta urang Kanaan teh tetep henteu diusir, tapi digarawekeun kalawan paksa.","Setelah orang Israel menjadi kuat, mereka membuat orang Kanaan itu menjadi orang rodi dan tidak menghalau mereka sama sekali.","Whenever Israel was strong militarily, they forced the Canaanites to do hard labor, but they never totally conquered them.","Sanggeus urang Israil tambah kuat , eta urang Kanaan teh tetep henteu diusir , tapi digarawekeun kalawan paksa .","Setelah orang Israel menjadi kuat , mereka membuat orang Kanaan itu menjadi orang rodi dan tidak menghalau mereka sama sekali .","Whenever Israel was strong militarily , they forced the Canaanites to do hard labor , but they never totally conquered them .",Medium,Medium
Hakim-Hakim:1:29,1,Hakim-Hakim:1:29#1,Anu teu diusir ku kaom Epraim nya eta urang Kanaan anu araya di kota Geser.,"Suku Efraimpun tidak menghalau orang Kanaan yang diam di Gezer, sehingga orang Kanaan itu tetap diam di tengah-tengah mereka di Gezer.",The men of Ephraim did not conquer the Canaanites living in Gezer.,Anu teu diusir ku kaom Epraim nya eta urang Kanaan anu araya di kota Geser .,"Suku Efraimpun tidak menghalau orang Kanaan yang diam di Gezer , sehingga orang Kanaan itu tetap diam di tengah - tengah mereka di Gezer .",The men of Ephraim did not conquer the Canaanites living in Gezer .,Medium,Medium
Hakim-Hakim:1:29,2,Hakim-Hakim:1:29#2,Maranehna maratuh keneh di dinya jeung kaom Epraim.,,The Canaanites lived among them in Gezer.,Maranehna maratuh keneh di dinya jeung kaom Epraim .,,The Canaanites lived among them in Gezer .,,
Hakim-Hakim:1:30,1,Hakim-Hakim:1:30#1,"Anu henteu diusir ku kaom Sebulun, nya eta anu caricing di kota-kota Kitron jeung Nahalol.","Suku Zebulon tidak menghalau penduduk Kitron dan penduduk Nahalol, sehingga orang Kanaan itu tetap diam di tengah-tengah mereka, walaupun sebagai orang rodi.",The men of Zebulun did not conquer the people living in Kitron and Nahalol.,"Anu henteu diusir ku kaom Sebulun , nya eta anu caricing di kota - kota Kitron jeung Nahalol .","Suku Zebulon tidak menghalau penduduk Kitron dan penduduk Nahalol , sehingga orang Kanaan itu tetap diam di tengah - tengah mereka , walaupun sebagai orang rodi .",The men of Zebulun did not conquer the people living in Kitron and Nahalol .,Medium,Medium
Hakim-Hakim:1:30,2,Hakim-Hakim:1:30#2,"Jadi urang Kanaan di dinya mah tetep di darinya, tapi digarawekeun kalawan paksa.",,The Canaanites lived among them and were forced to do hard labor.,"Jadi urang Kanaan di dinya mah tetep di darinya , tapi digarawekeun kalawan paksa .",,The Canaanites lived among them and were forced to do hard labor .,,
Hakim-Hakim:1:31,1,Hakim-Hakim:1:31#1,"Anu henteu diusir ku kaom Aser, nya eta anu caricing di kota-kota Ako, Sidon, Ahlab, Aksib, Helba, Apek jeung Rehob.","Suku Asyer tidak menghalau penduduk Ako, penduduk Sidon serta Ahlab, Akhzib, Helba, Afek dan Rehob,","The men of Asher did not conquer the people living in Acco or Sidon, nor did they conquer Ahlab, Aczib, Helbah, Aphek, or Rehob.","Anu henteu diusir ku kaom Aser , nya eta anu caricing di kota - kota Ako , Sidon , Ahlab , Aksib , Helba , Apek jeung Rehob .","Suku Asyer tidak menghalau penduduk Ako , penduduk Sidon serta Ahlab , Akhzib , Helba , Afek dan Rehob ,","The men of Asher did not conquer the people living in Acco or Sidon , nor did they conquer Ahlab , Aczib , Helbah , Aphek , or Rehob .",Medium,Medium
Hakim-Hakim:1:32,1,Hakim-Hakim:1:32#1,Jadi kaom Aser reureujeungan jeung urang Kanaan di dinya anu teu diusir.,"sehingga orang Asyer itu diam di tengah-tengah orang Kanaan, penduduk asli di negeri itu, sebab orang-orang itu tidak dihalaunya.",The people of Asher live among the Canaanites residing in the land because they did not conquer them.,Jadi kaom Aser reureujeungan jeung urang Kanaan di dinya anu teu diusir .,"sehingga orang Asyer itu diam di tengah - tengah orang Kanaan , penduduk asli di negeri itu , sebab orang - orang itu tidak dihalaunya .",The people of Asher live among the Canaanites residing in the land because they did not conquer them .,Medium,
Hakim-Hakim:1:33,1,Hakim-Hakim:1:33#1,"Anu teu diusir ku kaom Naptali, nya eta anu caricing di kota-kota Bet Semes jeung Bet Anat.","Suku Naftali tidak menghalau penduduk Bet-Semes dan penduduk Bet-Anat, sehingga mereka diam di tengah-tengah orang Kanaan, penduduk asli di negeri itu; tetapi penduduk Bet-Semes dan Bet-Anat itu menjadi orang rodi bagi mereka.",The men of Naphtali did not conquer the people living in Beth Shemesh or Beth Anath.,"Anu teu diusir ku kaom Naptali , nya eta anu caricing di kota - kota Bet Semes jeung Bet Anat .","Suku Naftali tidak menghalau penduduk Bet - Semes dan penduduk Bet - Anat , sehingga mereka diam di tengah - tengah orang Kanaan , penduduk asli di negeri itu ; tetapi penduduk Bet - Semes dan Bet - Anat itu menjadi orang rodi bagi mereka .",The men of Naphtali did not conquer the people living in Beth Shemesh or Beth Anath .,,Medium
Hakim-Hakim:1:33,2,Hakim-Hakim:1:33#2,"Urang Kanaan di dinya bareng reujeung kaom Naptali, tapi digarawekeun kalawan paksa.",,They live among the Canaanites residing in the land.,"Urang Kanaan di dinya bareng reujeung kaom Naptali , tapi digarawekeun kalawan paksa .",,They live among the Canaanites residing in the land .,,
Hakim-Hakim:1:33,3,Hakim-Hakim:1:33#3,,,The Canaanites living in Beth Shemesh and Beth Anath were forced to do hard labor for them.,,,The Canaanites living in Beth Shemesh and Beth Anath were forced to do hard labor for them .,,
Hakim-Hakim:1:34,1,Hakim-Hakim:1:34#1,"Ari kaom Dan, ku urang Emor disedekkeun ka kota pagunungan, nepi ka teu barisaeun turun deui ka tanah padataran.","Orang Amori mendesak bani Dan ke sebelah pegunungan dan tidak membiarkan mereka turun ke lembah,",The Amorites forced the people of Dan to live in the hill country.,"Ari kaom Dan , ku urang Emor disedekkeun ka kota pagunungan , nepi ka teu barisaeun turun deui ka tanah padataran .","Orang Amori mendesak bani Dan ke sebelah pegunungan dan tidak membiarkan mereka turun ke lembah ,",The Amorites forced the people of Dan to live in the hill country .,Medium,
Hakim-Hakim:1:34,2,Hakim-Hakim:1:34#2,,,They did not allow them to live in the coastal plain.,,,They did not allow them to live in the coastal plain .,,
Hakim-Hakim:1:35,1,Hakim-Hakim:1:35#1,"Urang Emor tetep nyaricingan kota-kota Ayalon, Saalabim jeung Gunung Heres.","dan orang Amori itu berkeras untuk tetap diam di Har-Heres, di Ayalon dan di Saalbim, walaupun mereka mendapat tekanan berat dari keturunan Yusuf, sebab mereka menjadi orang rodi.","The Amorites managed to remain in Har Heres, Aijalon, and Shaalbim.","Urang Emor tetep nyaricingan kota - kota Ayalon , Saalabim jeung Gunung Heres .","dan orang Amori itu berkeras untuk tetap diam di Har - Heres , di Ayalon dan di Saalbim , walaupun mereka mendapat tekanan berat dari keturunan Yusuf , sebab mereka menjadi orang rodi .","The Amorites managed to remain in Har Heres , Aijalon , and Shaalbim .",,Medium
Hakim-Hakim:1:35,2,Hakim-Hakim:1:35#2,"Tapi maranehna aya di bawah kakawasaan kaom Epraim jeung Menase, sarta digarawekeun kalawan paksa.",,"Whenever the tribe of Joseph was strong militarily, the Amorites were forced to do hard labor.","Tapi maranehna aya di bawah kakawasaan kaom Epraim jeung Menase , sarta digarawekeun kalawan paksa .",,"Whenever the tribe of Joseph was strong militarily , the Amorites were forced to do hard labor .",,
Hakim-Hakim:1:36,1,Hakim-Hakim:1:36#1,"Ari tanah urang Edom, mimiti ti Sela kaler terus nepi ka sapanjang Akrabim.","Daerah orang Amori itu mulai dari pendakian Akrabim, dari Sela, terus ke atas.",The border of Amorite territory ran from the Scorpion Ascent to Sela and on up.,"Ari tanah urang Edom , mimiti ti Sela kaler terus nepi ka sapanjang Akrabim .","Daerah orang Amori itu mulai dari pendakian Akrabim , dari Sela , terus ke atas .",The border of Amorite territory ran from the Scorpion Ascent to Sela and on up .,Medium,Medium
Hakim-Hakim:1:36,2,Hakim-Hakim:1:36#2,Hakim-hakim 2,Hakim-hakim 2,Hakim-hakim 2,Hakim - hakim 2,Hakim - hakim 2,Hakim - hakim 2,High,High
Hakim-Hakim:1:37,1,Hakim-Hakim:1:37#1,"Upami leres kitu, abdi ayeuna bade neundeun bulu domba dina tempat pangirikan tea.","maka aku membentangkan guntingan bulu domba di tempat pengirikan; apabila hanya di atas guntingan bulu itu ada embun, tetapi seluruh tanah di situ tinggal kering, maka tahulah aku, bahwa Engkau mau menyelamatkan orang Israel dengan perantaraanku, seperti yang Kaufirmankan.""","Look, I am putting a wool fleece on the threshing floor.","Upami leres kitu , abdi ayeuna bade neundeun bulu domba dina tempat pangirikan tea .","maka aku membentangkan guntingan bulu domba di tempat pengirikan ; apabila hanya di atas guntingan bulu itu ada embun , tetapi seluruh tanah di situ tinggal kering , maka tahulah aku , bahwa Engkau mau menyelamatkan orang Israel dengan perantaraanku , seperti yang Kaufirmankan . ""","Look , I am putting a wool fleece on the threshing floor .",,
Hakim-Hakim:1:37,2,Hakim-Hakim:1:37#2,"Saupami enjing eta bulu lantis ku ibun tur taneuhna tetep tuhur, nembe abdi yakin yen Gusti leres ngersakeun abdi geusan ngaleupaskeun Israil.""",,"If there is dew only on the fleece, and the ground around it is dry, then I will be sure that you will use me to deliver Israel, as you promised.""","Saupami enjing eta bulu lantis ku ibun tur taneuhna tetep tuhur , nembe abdi yakin yen Gusti leres ngersakeun abdi geusan ngaleupaskeun Israil . """,,"If there is dew only on the fleece , and the ground around it is dry , then I will be sure that you will use me to deliver Israel , as you promised . """,,
Hakim-Hakim:1:38,1,Hakim-Hakim:1:38#1,Nya kitu kajadianana.,"Dan demikianlah terjadi; sebab keesokan harinya pagi-pagi ia bangun, dipulasnya guntingan bulu itu dan diperasnya air embun dari guntingan bulu itu, secawan penuh air.",TheLorddid as he asked.,Nya kitu kajadianana .,"Dan demikianlah terjadi ; sebab keesokan harinya pagi - pagi ia bangun , dipulasnya guntingan bulu itu dan diperasnya air embun dari guntingan bulu itu , secawan penuh air .",TheLorddid as he asked .,,
Hakim-Hakim:1:38,2,Hakim-Hakim:1:38#2,"Isukna, barang Gidion tanghi kapendak eta bulu domba teh cipruk ku ciibun.",,"When he got up the next morning, he squeezed the fleece, and enough dew dripped from it to fill a bowl.","Isukna , barang Gidion tanghi kapendak eta bulu domba teh cipruk ku ciibun .",,"When he got up the next morning , he squeezed the fleece , and enough dew dripped from it to fill a bowl .",,
Hakim-Hakim:1:38,3,Hakim-Hakim:1:38#3,"Ku Gidion dipeureut, caina ngucur aya kana samangkokeun.",,,"Ku Gidion dipeureut , caina ngucur aya kana samangkokeun .",,,,
Hakim-Hakim:1:39,1,Hakim-Hakim:1:39#1,"Gidion miunjuk ka Allah, ""Mugi Gusti ulah bendu, sim abdi bade unjukan deui.","Lalu berkatalah Gideon kepada Allah: ""Janganlah kiranya murka-Mu bangkit terhadap aku, apabila aku berkata lagi, sekali ini saja; biarkanlah aku satu kali lagi saja mengambil percobaan dengan guntingan bulu itu: sekiranya yang kering hanya guntingan bulu itu, dan di atas seluruh tanah itu ada embun.""","Gideon said to God, ""Please do not get angry at me, when I ask for just one more sign.","Gidion miunjuk ka Allah , "" Mugi Gusti ulah bendu , sim abdi bade unjukan deui .","Lalu berkatalah Gideon kepada Allah : "" Janganlah kiranya murka - Mu bangkit terhadap aku , apabila aku berkata lagi , sekali ini saja ; biarkanlah aku satu kali lagi saja mengambil percobaan dengan guntingan bulu itu : sekiranya yang kering hanya guntingan bulu itu , dan di atas seluruh tanah itu ada embun . ""","Gideon said to God , "" Please do not get angry at me , when I ask for just one more sign .",,Medium
Hakim-Hakim:1:39,2,Hakim-Hakim:1:39#2,Nyuhunkeun widi nyobi sakali deui ku ieu bulu.,,Please allow me one more test with the fleece.,Nyuhunkeun widi nyobi sakali deui ku ieu bulu .,,Please allow me one more test with the fleece .,,
Hakim-Hakim:1:39,3,Hakim-Hakim:1:39#3,"Panuhun teh nu baseuhna taneuhna, buluna tetep garing.""",,"This time make only the fleece dry, while the ground around it is covered with dew.""","Panuhun teh nu baseuhna taneuhna , buluna tetep garing . """,,"This time make only the fleece dry , while the ground around it is covered with dew . """,,
Hakim-Hakim:1:40,1,Hakim-Hakim:1:40#1,Peuting eta Allah midamel kitu.,"Dan demikianlah diperbuat Allah pada malam itu, sebab hanya guntingan bulu itu yang kering, dan di atas seluruh tanah itu ada embun.",That night God did as he asked.,Peuting eta Allah midamel kitu .,"Dan demikianlah diperbuat Allah pada malam itu , sebab hanya guntingan bulu itu yang kering , dan di atas seluruh tanah itu ada embun .",That night God did as he asked .,,
Hakim-Hakim:1:40,2,Hakim-Hakim:1:40#2,"Isukna bulu teh tetep garing, ari taneuhna baseuh ku ciibun.",Hakim-hakim 7,Only the fleece was dry and the ground around it was covered with dew.,"Isukna bulu teh tetep garing , ari taneuhna baseuh ku ciibun .",Hakim - hakim 7,Only the fleece was dry and the ground around it was covered with dew .,,
Hakim-Hakim:1:40,3,Hakim-Hakim:1:40#3,Hakim-hakim 7,,Hakim-hakim 7,Hakim - hakim 7,,Hakim - hakim 7,High,High
Hakim-Hakim:1:41,1,Hakim-Hakim:1:41#1,Abimelek terus calik deui di Aruma.,"Adapun Abimelekh tinggal di Aruma, tetapi Zebul mengusir Gaal dan saudara-saudaranya, sehingga mereka ini tidak dapat tinggal di Sikhem.",Abimelech went back to Arumah; Zebul drove Gaal and his brothers out of Shechem.,Abimelek terus calik deui di Aruma .,"Adapun Abimelekh tinggal di Aruma , tetapi Zebul mengusir Gaal dan saudara - saudaranya , sehingga mereka ini tidak dapat tinggal di Sikhem .",Abimelech went back to Arumah ; Zebul drove Gaal and his brothers out of Shechem .,,
Hakim-Hakim:1:41,2,Hakim-Hakim:1:41#2,"Ari Gaal sadulur-dulur geus teu bisa ngancik deui di Sekem, ditundung ku Sebul.",,,"Ari Gaal sadulur - dulur geus teu bisa ngancik deui di Sekem , ditundung ku Sebul .",,,,
Hakim-Hakim:1:42,1,Hakim-Hakim:1:42#1,"Poe isukna, kauninga ku Abimelek yen urang Sekem rek ka taregal.",Keesokan harinya orang-orang kota itu pergi ke ladang.,The next day the Shechemites came out to the field.,"Poe isukna , kauninga ku Abimelek yen urang Sekem rek ka taregal .",Keesokan harinya orang - orang kota itu pergi ke ladang .,The next day the Shechemites came out to the field .,,
Hakim-Hakim:1:42,2,Hakim-Hakim:1:42#2,,"Setelah hal ini dikabarkan kepada Abimelekh,","When Abimelech heard about it,",,"Setelah hal ini dikabarkan kepada Abimelekh ,","When Abimelech heard about it ,",,
Hakim-Hakim:1:43,1,Hakim-Hakim:1:43#1,"Seug anjeunna ngumpulkeun balad, dibagi tilu bagian sina ngarintip di tegal.","dibawanyalah rakyatnya, dibaginya dalam tiga pasukan, lalu mereka mengadakan penghadangan di padang.",he took his men and divided them into three units and set an ambush in the field.,"Seug anjeunna ngumpulkeun balad , dibagi tilu bagian sina ngarintip di tegal .","dibawanyalah rakyatnya , dibaginya dalam tiga pasukan , lalu mereka mengadakan penghadangan di padang .",he took his men and divided them into three units and set an ambush in the field .,Medium,Medium
Hakim-Hakim:1:43,2,Hakim-Hakim:1:43#2,"Barang urang dinya kalaluar ti jero kota, anjeunna bijil ti panyumputan rek mimiti ngagempur.","Ketika dilihatnya, bahwa orang-orang kota itu keluar dari dalam kota, bangunlah ia menyerang mereka serta menewaskan mereka.","When he saw the people coming out of the city, he attacked and struck them down.","Barang urang dinya kalaluar ti jero kota , anjeunna bijil ti panyumputan rek mimiti ngagempur .","Ketika dilihatnya , bahwa orang - orang kota itu keluar dari dalam kota , bangunlah ia menyerang mereka serta menewaskan mereka .","When he saw the people coming out of the city , he attacked and struck them down .",,
Hakim-Hakim:1:44,1,Hakim-Hakim:1:44#1,"Sabot Abimelek jeung baladna maju gagancangan rek megat di lawang kota, anu dua pasukan deui narajang ka nu geus araya di tegal.","Abimelekh dan pasukan yang bersama-sama dengan dia menyerbu dan menduduki pintu gerbang kota, sedang kedua pasukan lain itu menyerbu dan menewaskan semua orang yang ada di padang.",Abimelech and his units attacked and blocked the entrance to the city's gate.,"Sabot Abimelek jeung baladna maju gagancangan rek megat di lawang kota , anu dua pasukan deui narajang ka nu geus araya di tegal .","Abimelekh dan pasukan yang bersama - sama dengan dia menyerbu dan menduduki pintu gerbang kota , sedang kedua pasukan lain itu menyerbu dan menewaskan semua orang yang ada di padang .",Abimelech and his units attacked and blocked the entrance to the city's gate .,Medium,Medium
Hakim-Hakim:1:44,2,Hakim-Hakim:1:44#2,Anu ditarajang beak dipaehan kabeh.,,Two units then attacked all the people in the field and struck them down.,Anu ditarajang beak dipaehan kabeh .,,Two units then attacked all the people in the field and struck them down .,,
