book,chapter,verse,en_text,id_text,su_text
Ibrani,1,29,"How much greater punishment do you think that person deserves who has contempt for the Son of God, and profanes the blood of the covenant that made him holy, and insults the Spirit of grace?","Betapa lebih beratnya hukuman yang harus dijatuhkan atas dia, yang menginjak-injak Anak Allah, yang menganggap najis darah perjanjian yang menguduskannya, dan yang menghina Roh kasih karunia?","Geus komo deui anu ngahinakeun ka Putra Allah, anu ngarerendah getih perjangjian Allah nya eta getih Kristus anu nyucikeun dirina tina dosa, anu ngahina ka Roh anu maparin rahmat! Pek gambarkeun, kumaha beuratna hukuman anu baris katampa!"
Ibrani,1,30,"For we know the one who said, “Vengeance is mine,I will repay,” and again, “The Lord will judge his people.”","Sebab kita mengenal Dia yang berkata: ""Pembalasan adalah hak-Ku. Akulah yang akan menuntut pembalasan."" Dan lagi: ""Tuhan akan menghakimi umat-Nya.""","Sabab urang apal ka anu ngandika, ""Kami moal teu ngabales, moal teu naur!""; jeung oge ka nu ngandika, ""Pangeran bakal ngahakiman umat-Na."""
Ibrani,1,31,It is a terrifying thing to fall into the hands of the living God.,"Ngeri benar, kalau jatuh ke dalam tangan Allah yang hidup.",Pikumahaeun teuing jelema anu dicerek ku panangan Allah anu jumeneng!
Ibrani,1,32,But remember the former days when you endured a harsh conflict of suffering after you were enlightened.,"Ingatlah akan masa yang lalu. Sesudah kamu menerima terang, kamu banyak menderita oleh karena kamu bertahan dalam perjuangan yang berat,","Sing aringet kana kaayaan aranjeun bareto. Harita, sanggeus aranjeun dicaangan ku caang ti Allah sanajan sering ngalakonan kasangsaraan teu burung tarabah."
Ibrani,1,33,"At times you were publicly exposed to abuse and afflictions, and at other times you came to share with others who were treated in that way.","baik waktu kamu dijadikan tontonan oleh cercaan dan penderitaan, maupun waktu kamu mengambil bagian dalam penderitaan mereka yang diperlakukan sedemikian.","Kadang kala aranjeun dihihina jeung diteungteuinganan di hareupeun jalma rea, aya kalana deui aranjeun milu ngarasa prihatin ka batur anu oge dikitu-kitu,"
Ibrani,1,34,"For in fact you shared the sufferings of those in prison, and you accepted the confiscation of your belongings with joy, because you knew that you certainly had a better and lasting possession.","Memang kamu telah turut mengambil bagian dalam penderitaan orang-orang hukuman dan ketika harta kamu dirampas, kamu menerima hal itu dengan sukacita, sebab kamu tahu, bahwa kamu memiliki harta yang lebih baik dan yang lebih menetap sifatnya.","milu ngarasa sangsarana jelema-jelema anu dipanjara. Jeung waktu sagala pangaboga aranjeun aya anu ngarampas, aranjeun teu ngarasa owel lantaran ngarasa boga keneh hal anu leuwih gede pangajina, anu bakal kapiboga salalanggengna."
Ibrani,1,35,"So do not throw away your confidence, because it has great reward.","Sebab itu janganlah kamu melepaskan kepercayaanmu, karena besar upah yang menantinya.","Anu matak ulah pegat pangharepan, sabab lamun aranjeun tetep iman gede ganjaranana."
Ibrani,1,36,For you need endurance in order to do God’s will and so receive what is promised.,"Sebab kamu memerlukan ketekunan, supaya sesudah kamu melakukan kehendak Allah, kamu memperoleh apa yang dijanjikan itu.","Sing salabar, supaya bisa ngalakonan pangersa Allah sarta nampa ganjaran anu geus dijangjikeun ku Mantenna."
Ibrani,1,37,Forjust a little longerandhe who is coming will arrive and not delay.,"""Sebab sedikit, bahkan sangat sedikit waktu lagi, dan Ia yang akan datang, sudah akan ada, tanpa menangguhkan kedatangan-Nya.","Sabab dina Kitab Suci aya ungel kieu, ""Moal lila deui ge, Anjeunna tangtu sumping, geus meh sumping; Anjeunna moal talangke."
Ibrani,1,38,"But my righteous one will live by faith,and if he shrinks back,Itake no pleasure in him.","Tetapi orang-Ku yang benar akan hidup oleh iman, dan apabila ia mengundurkan diri, maka Aku tidak berkenan kepadanya.""","Umat Kami nu balener tangtu palercaya, nu matak bakal harirup; tapi ka nu undur, lamun aya, Kami teu suka."""
Ibrani,1,39,"But we are not among those who shrink back and thus perish, but are among those who have faith and preserve their souls. Ibrani 11","Tetapi kita bukanlah orang-orang yang mengundurkan diri dan binasa, tetapi orang-orang yang percaya dan yang beroleh hidup. Ibrani 11","Sageuy urang kaasup anu undur jeung sasab. Urang mah kapan percaya, tangtu disalametkeun. Ibrani 11"
Ibrani,1,40,"For God had provided something better for us, so that they would be made perfect together with us. Ibrani 12",Sebab Allah telah menyediakan sesuatu yang lebih baik bagi kita; tanpa kita mereka tidak dapat sampai kepada kesempurnaan. Ibrani 12,"sabab Allah geus nyayagikeun anu leuwih utama pikeun urang. Maksad Allah, aranjeunna bisa disampurnakeun ngan lamun enggeus ngahiji jeung urang. Ibrani 12"
Imamat,1,1,Then theLord called to Moses and spoke to him from the Meeting Tent:,TUHAN memanggil Musa dan berfirman kepadanya dari dalam Kemah Pertemuan:,Musa ku PANGERAN disaur ti jero Kemah Tepangan PANGERAN tuluy dipaparin aturan
Imamat,1,2,"“Speak to the Israelites and tell them, ‘When someone among you presents an offering to theLord , you must present your offering from the domesticated animals, either from the herd or from the flock.","""Berbicaralah kepada orang Israel dan katakan kepada mereka: Apabila seseorang di antaramu hendak mempersembahkan persembahan kepada TUHAN, haruslah persembahanmu yang kamu persembahkan itu dari ternak, yakni dari lembu sapi atau dari kambing domba.","tina hal kurban pikeun urang Israil. Kieu: Lamun aya anu ngurbankeun sato, meunang sapi atawa domba atawa embe."
Imamat,1,3,“‘If his offering is a burnt offering from the herd he must present it as a flawless male; he must present it at the entrance of the Meeting Tent for its acceptance before theLord .,"Jikalau persembahannya merupakan korban bakaran dari lembu, haruslah ia mempersembahkan seekor jantan yang tidak bercela. Ia harus membawanya ke pintu Kemah Pertemuan, supaya TUHAN berkenan akan dia.","Lamun anu rek dijieun kurban beuleuman teh sapi, kudu anu jalu sarta mulus. Jogokeun sapina hareupeun lawang Kemah Tepangan, sina kamanah ku PANGERAN."
Imamat,1,4,"He must lay his hand on the head of the burnt offering, and it will be accepted for him to make atonement on his behalf.","Lalu ia harus meletakkan tangannya ke atas kepala korban bakaran itu, sehingga baginya persembahan itu diperkenan untuk mengadakan pendamaian baginya.","Tumpangkeun leungeun nu boga kurban kana sirah eta sapi, geus kitu kakara bakal katampi keur kurban pamupus dosa."
Imamat,1,5,"Then the one presenting the offering must slaughter the bull before theLord, and the sons of Aaron, the priests, must present the blood and splash the blood against the sides of the altar which is at the entrance of the Meeting Tent.","Kemudian haruslah ia menyembelih lembu itu di hadapan TUHAN, dan anak-anak Harun, imam-imam itu, harus mempersembahkan darah lembu itu dan menyiramkannya pada sekeliling mezbah yang di depan pintu Kemah Pertemuan.","Peuncit di dinya, getihna sanggakeun ka PANGERAN ku imam turunan Harun, kepret-kepret kana sakuriling altar anu aya di lawang Kemah."
Imamat,1,6,"Next, the one presenting the offering must skin the burnt offering and cut it into parts,",Kemudian haruslah ia menguliti korban bakaran itu dan memotong-motongnya menurut bagian-bagian tertentu.,"Kulitna sisit, awakna potongan."
Imamat,1,7,"and the sons of Aaron, the priest, must put fire on the altar and arrange wood on the fire.",Anak-anak imam Harun haruslah menaruh api di atas mezbah dan menyusun kayu di atas api itu.,"Imam kudu nyuluhan altar, sakalian ngahurungkeun suluhna."
Imamat,1,8,"Then the sons of Aaron, the priests, must arrange the parts with the head and the suet on the wood that is in the fire on the altar.",Dan mereka harus mengatur potongan-potongan korban itu dan kepala serta lemaknya di atas kayu yang sedang menyala di atas mezbah.,Sapi beunang motongan teh tumpangkeun luhureun seuneu katut sirah jeung gajihna.
Imamat,1,9,"Finally, the one presenting the offering must wash its entrails and its legs in water and the priest must offer all of it up in smoke on the altar – it is a burnt offering, a gift of a soothing aroma to theLord .","Tetapi isi perutnya dan betisnya haruslah dibasuh dengan air dan seluruhnya itu harus dibakar oleh imam di atas mezbah sebagai korban bakaran, sebagai korban api-apian yang baunya menyenangkan bagi TUHAN.","Jeroan jeung pingping tukang duanana ku nu boga kurban kudu dikumbah sing beresih, tuluy teundeun ku imam kana altar, hijikeun jeung baturna. Jadi kabeh kurbankeun. Ieu kurban kadaharan, anu bakal katampi ku PANGERAN nya eta seungitna."
Imamat,1,10,"“‘If his offering is from the flock for a burnt offering – from the sheep or the goats – he must present a flawless male,","Jikalau persembahannya untuk korban bakaran adalah dari kambing domba, baik dari domba, maupun dari kambing, haruslah ia mempersembahkan seekor jantan yang tidak bercela.","Lamun pikurbaneunana domba atawa embe, sarua keneh kudu jalu tur mulus."
Imamat,1,11,"and must slaughter it on the north side of the altar before theLord , and the sons of Aaron, the priests, will splash its blood against the altar’s sides.","Haruslah ia menyembelihnya pada sisi mezbah sebelah utara di hadapan TUHAN, lalu haruslah anak-anak Harun, imam-imam itu, menyiramkan darahnya pada mezbah sekelilingnya.","Peuncit gigireun altar sisi kaler, kepret-kepret getihna ku imam kana sakuriling altar."
Imamat,1,12,"Next, the one presenting the offering must cut it into parts, with its head and its suet, and the priest must arrange them on the wood which is in the fire, on the altar.","Kemudian haruslah ia memotong-motongnya menurut bagian-bagian tertentu, dan bersama-sama kepalanya dan lemaknya diaturlah semuanya itu oleh imam di atas kayu yang sedang menyala di atas mezbah.","Awakna potongan ku nu boga kurban, sagala babagian katut sirah jeung gajihna teundeun ku imam kana altar."
Imamat,1,13,"Then the one presenting the offering must wash the entrails and the legs in water, and the priest must present all of it and offer it up in smoke on the altar – it is a burnt offering, a gift of a soothing aroma to theLord .","Isi perut dan betisnya haruslah dibasuhnya dengan air, dan seluruhnya itu haruslah dipersembahkan oleh imam dan dibakar di atas mezbah: itulah korban bakaran, suatu korban api-apian yang baunya menyenangkan bagi TUHAN.","Jeroan jeung pingping tukang duanana sina dikumbah ku nu boga kurban, kakara haturkeun ku imam ka PANGERAN, beuleum kabeh dina altar. Anu bakal katampi ku PANGERAN nya eta seungitna."
Imamat,1,14,"“‘If his offering to theLord is a burnt offering from the birds, he must present his offering from the turtledoves or from the young pigeons.","Jikalau persembahannya kepada TUHAN merupakan korban bakaran dari burung, haruslah ia mempersembahkan korbannya itu dari burung tekukur atau dari anak burung merpati.","Lamun manuk, kudu manuk japati atawa tikukur."
Imamat,1,15,"The priest must present it at the altar, pinch off its head and offer the head up in smoke on the altar, and its blood must be drained out against the side of the altar.","Imam harus membawanya ke mezbah, lalu memulas kepalanya dan membakarnya di atas mezbah. Darahnya harus ditekan ke luar pada dinding mezbah.","Eta manuk ku imam kudu dibawa kana altar, beuheungna palitekkeun, sirahna beuleum dina altar. Urutan getihna sina ngeclak kana biwir altar."
Imamat,1,16,"Then the priest must remove its entrails by cutting off its tail feathers, and throw them to the east side of the altar into the place of fatty ashes,","Temboloknya serta dengan bulunya haruslah disisihkan dan dibuang ke samping mezbah sebelah timur, ke tempat abu.",Telih jeung eusina piceun alungkeun kana tempat lebu wetaneun altar.
Imamat,1,17,"and tear it open by its wings without dividing it into two parts. Finally, the priest must offer it up in smoke on the altar on the wood which is in the fire – it is a burnt offering, a gift of a soothing aroma to theLord . Imamat 2","Dan ia harus mencabik burung itu pada pangkal sayapnya, tetapi tidak sampai terpisah; lalu imam harus membakarnya di atas mezbah, di atas kayu yang sedang terbakar; itulah korban bakaran, suatu korban api-apian yang baunya menyenangkan bagi TUHAN."" Imamat 2","Cekel puhu jangjangna, sowehkeun dadana sina beulah, tapi jangjangna ulah nepi ka semplak. Beuleum dina altar. Anu bakal katampi ku PANGERAN nya eta seungitna. Imamat 2"
Imamat,1,18,"He must put some of the blood on the horns of the altar which is before theLord in the Meeting Tent, and all the rest of the blood he must pour out at the base of the altar of burnt offering that is at the entrance of the Meeting Tent.","Kemudian dari darah itu harus dibubuhnya sedikit pada tanduk-tanduk mezbah yang di hadapan TUHAN di dalam Kemah Pertemuan, dan semua darah selebihnya harus dicurahkannya kepada bagian bawah mezbah korban bakaran yang di depan pintu Kemah Pertemuan.","Sawareh deui ku Imam Agung kudu dioles-oles kana juru tatandukan altar pangukusan di eta Kemah. Getih sesana bahekeun kana dasar liang altar anu di lawang Kemah, pikeun kurban beuleuman."
Imamat,1,19,“‘Then the priest must take all its fat and offer the fat up in smoke on the altar.,Segala lemak harus dikhususkannya dari lembu itu dan dibakarnya di atas mezbah.,Gajihna kabeh kudu dibeuleum dina altar.
Imamat,1,20,He must do with the rest of the bull just as he did with the bull of the sin offering; this is what he must do with it. So the priest will make atonement on their behalf and they will be forgiven.,"Beginilah harus diperbuatnya dengan lembu jantan itu: seperti yang diperbuatnya dengan lembu jantan korban penghapus dosa, demikianlah harus diperbuatnya dengan lembu itu. Dengan demikian imam itu mengadakan pendamaian bagi mereka, sehingga mereka menerima pengampunan.",Prakprakanana sakumaha halna ngurbankeun sapi jalu pikeun kurban pamupus dosa. Ku jalan kitu rahayat sakumna dipangurbankeun ku imam tangtu dosana dihampura.
Imamat,1,21,He must bring the rest of the bull outside the camp and burn it just as he burned the first bull – it is the sin offering of the assembly.,"Dan haruslah ia membawa lembu jantan itu ke luar perkemahan, lalu membakarnya sampai habis seperti ia membakar habis lembu jantan yang pertama. Itulah korban penghapus dosa untuk jemaah.",Awak sapina bawa ka luareun pasanggrahan tuluy beuleum sakumaha kurban pikeun nebus dosa imam. Kitu carana kurban pikeun nebus dosa sakumna rayat.
Imamat,1,22,"“‘Whenever a leader, by straying unintentionally, sins and violates one of the commandments of theLord his God which must not be violated, and he pleads guilty,","Jikalau yang berbuat dosa itu seorang pemuka yang tidak dengan sengaja melakukan salah satu hal yang dilarang TUHAN, Allahnya, sehingga ia bersalah,","Upama anu boga dosa teh gegeden, teu kahaja ngalanggar salah sarupa cegahan PANGERAN,"
Imamat,1,23,"or his sin that he committed is made known to him, he must bring a flawless male goat as his offering.","maka jikalau dosa yang telah diperbuatnya itu diberitahukan kepadanya, haruslah ia membawa sebagai persembahannya seekor kambing jantan yang tidak bercela.","ti barang ngarasa yen boga dosa, eta gegeden kudu buru-buru nyokot embe jalu anu mulus keur kurban."
Imamat,1,24,He must lay his hand on the head of the male goat and slaughter it in the place where the burnt offering is slaughtered before theLord – it is a sin offering.,Lalu haruslah ia meletakkan tangannya ke atas kepala kambing itu dan menyembelihnya di tempat yang biasa orang menyembelih korban bakaran di hadapan TUHAN; itulah korban penghapus dosa.,"Eta gegeden kudu numpangkeun leungeun kana sirah eta embe, tuluy embena peuncit gigireun altar beulah kaler, paranti meuncit kurban beuleuman. Eta teh kurban pamupus dosa."
Imamat,1,25,"Then the priest must take some of the blood of the sin offering with his finger and put it on the horns of the altar of burnt offering, and he must pour out the rest of its blood at the base of the altar of burnt offering.","Kemudian haruslah imam mengambil dengan jarinya sedikit dari darah korban penghapus dosa itu, lalu membubuhnya pada tanduk-tanduk mezbah korban bakaran. Darah selebihnya haruslah dicurahkannya kepada bagian bawah mezbah korban bakaran.","Imam kudu nyelupkeun ramo kana getih eta embe, tuluy getihna oles-oles kana tatandukan altar. Getih sesana bahekeun kana dasar liang altar."
Imamat,1,26,Then the priest must offer all of its fat up in smoke on the altar like the fat of the peace offering sacrifice. So the priest will make atonement on his behalf for his sin and he will be forgiven.,"Tetapi segala lemak harus dibakarnya di atas mezbah, seperti juga lemak korban keselamatan. Dengan demikian imam mengadakan pendamaian bagi orang itu karena dosanya, sehingga ia menerima pengampunan.","Kabeh gajihna ku imam kudu dibeuleum dina altar sakumaha gajih sato kurban panarima. Ku jalan kitu eta gegeden teh ku eta imam dipangnyieunkeun kurban pikeun nebus dosana, tangtu dihampura."
Imamat,1,27,"“‘If an ordinary individual sins by straying unintentionally when he violates one of the Lord’s commandments which must not be violated, and he pleads guilty","Jikalau yang berbuat dosa dengan tak sengaja itu seorang dari rakyat jelata, dan ia melakukan salah satu hal yang dilarang TUHAN, sehingga ia bersalah,","Upama anu boga dosana rayat biasa, teu kahaja ngalanggar salah sarupa cegahan PANGERAN,"
Imamat,1,28,"or his sin that he committed is made known to him, he must bring a flawless female goat as his offering for the sin that he committed.","maka jikalau dosa yang telah diperbuatnya itu diberitahukan kepadanya, haruslah ia membawa sebagai persembahannya karena dosa yang telah diperbuatnya itu seekor kambing betina yang tidak bercela.",ti barang dibejaan yen salah kudu ngahaturkeun embe bikang anu mulus.
Imamat,1,29,He must lay his hand on the head of the sin offering and slaughter the sin offering in the place where the burnt offering is slaughtered.,Lalu haruslah ia meletakkan tangannya ke atas kepala korban penghapus dosa dan menyembelih korban itu di tempat korban bakaran.,"Tumpangkeun leungeun kana huluna, peuncit gigireun altar sisi kaler paranti meuncit sato kurban beuleuman."
Imamat,1,30,"Then the priest must take some of its blood with his finger and put it on the horns of the altar of burnt offering, and he must pour out all the rest of its blood at the base of the altar.","Kemudian imam harus mengambil dengan jarinya sedikit dari darah korban itu, lalu membubuhnya pada tanduk-tanduk mezbah korban bakaran. Semua darah selebihnya haruslah dicurahkannya kepada bagian bawah mezbah.","Imam kudu nyelupkeun ramo kana eta getih embe, oles-oles kana juru tatandukan altar. Getih sesana bahekeun kana dasar liang altar."
Imamat,1,31,Then he must remove all of its fat (just as fat was removed from the peace offering sacrifice) and the priest must offer it up in smoke on the altar for a soothing aroma to theLord . So the priest will make atonement on his behalf and he will be forgiven.,"Tetapi segala lemak haruslah dipisahkannya, seperti juga lemak korban keselamatan dipisahkan, lalu haruslah dibakar oleh imam di atas mezbah menjadi bau yang menyenangkan bagi TUHAN. Dengan demikian imam mengadakan pendamaian bagi orang itu sehingga ia menerima pengampunan.","Gajihna kabeh ala sakumaha sato anu dijieun kurban panarima, tuluy beuleum dina altar, seungitna bakal katampi ku PANGERAN. Ku jalan kitu eta jelema teh ku imam dipangnyieunkeun kurban dosa, tangtu dihampura."
Imamat,1,32,"“‘But if he brings a sheep as his offering, for a sin offering, he must bring a flawless female.","Jika ia membawa seekor domba sebagai persembahannya menjadi korban penghapus dosa, haruslah ia membawa seekor betina yang tidak bercela.","Upama sato kurban pamupus dosa teh domba, kudu nu bikang jeung mulus."
Imamat,1,33,He must lay his hand on the head of the sin offering and slaughter it for a sin offering in the place where the burnt offering is slaughtered.,"Lalu haruslah ia meletakkan tangannya ke atas kepala korban penghapus dosa itu, dan menyembelihnya menjadi korban penghapus dosa di tempat yang biasa orang menyembelih korban bakaran.","Tumpangkeun leungeun kana sirah eta domba, peuncit dombana di gigireun altar beulah kaler paranti meuncit kurban beuleuman."
Imamat,1,34,"Then the priest must take some of the blood of the sin offering with his finger and put it on the horns of the altar of burnt offering, and he must pour out all the rest of its blood at the base of the altar.","Kemudian imam harus mengambil dengan jarinya sedikit dari darah korban penghapus dosa itu, lalu membubuhnya pada tanduk-tanduk mezbah korban bakaran. Semua darah selebihnya haruslah dicurahkannya kepada bagian bawah mezbah.","Imam kudu nyelupkeun ramona kana getih eta domba, tuluy oles-oles kana juru tatandukan altar. Getih sesana bahekeun kana dasar liang altar."
Imamat,1,35,Then the one who brought the offering must remove all its fat (just as the fat of the sheep is removed from the peace offering sacrifice) and the priest must offer them up in smoke on the altar on top of the other gifts of theLord . So the priest will make atonement on his behalf for his sin which he has committed and he will be forgiven. Imamat 5,"Tetapi segala lemak haruslah dipisahkannya, seperti juga lemak domba korban keselamatan dipisahkan, lalu imam harus membakar semuanya itu di atas mezbah di atas segala korban api-apian TUHAN. Dengan demikian imam mengadakan pendamaian bagi orang itu karena dosa yang telah diperbuatnya, sehingga ia menerima pengampunan. Imamat 5","Gajihna ala kabeh sakumaha gajih domba keur kurban panarima, tuluy beuleum hijikeun jeung kurban kadaharan haturan PANGERAN. Ku jalan kitu eta jelema ku imam dipangnyieunkeun kurban dosa, tangtu dihampura. Imamat 5"
Imamat,1,36,This is what theLord commanded to give to them from the Israelites on the day Moses anointed them – a perpetual allotted portion throughout their generations.,itulah yang harus diserahkan menurut perintah TUHAN dari pihak Israel kepada mereka pada hari mereka itu diurapi-Nya; itulah suatu ketetapan untuk selamanya bagi mereka turun-temurun.,Harita PANGERAN nimbalan ka urang Israil yen kudu mere bagian saperti kitu ka aranjeunna. Ieu katangtuan ku urang Israil kudu dilakonan saterusna.
Imamat,1,37,"This is the law for the burnt offering, the grain offering, the sin offering, the guilt offering, the ordination offering, and the peace offering sacrifice,","Itulah hukum tentang korban bakaran, korban sajian, korban penghapus dosa, korban penebus salah, persembahan pentahbisan dan korban keselamatan,","Kitu aturan-aturan hal kurban beuleuman, kurban kadaharan, kurban pamupus dosa, kurban kasalahan, kurban pangistrenan, jeung kurban panarima."
Imamat,1,38,which theLord commanded Moses on Mount Sinai on the day he commanded the Israelites to present their offerings to theLord in the wilderness of Sinai. Imamat 8,yang diperintahkan TUHAN kepada Musa di atas gunung Sinai pada hari TUHAN memerintahkan kepada orang Israel mempersembahkan persembahan mereka kepada TUHAN di padang gurun Sinai. Imamat 8,"Kitu timbalan PANGERAN ka Musa di Gunung Sinai di tanah gurun, dina poean anjeunna ngembarkeun aturan-aturan kurban pikeun urang Israil. Imamat 8"
Imamat,1,39,"“‘Now if an animal that you may eat dies, whoever touches its carcass will be unclean until the evening.","Apabila mati salah seekor binatang yang menjadi makanan bagimu, maka siapa yang kena kepada bangkainya menjadi najis sampai matahari terbenam.","Anu nyabak bangke sato sanajan sato halal, jadi najis nepi ka burit."
Imamat,1,40,"One who eats from its carcass must wash his clothes and be unclean until the evening, and whoever carries its carcass must wash his clothes and be unclean until the evening.","Dan siapa yang makan dari bangkainya itu, haruslah mencuci pakaiannya, dan ia menjadi najis sampai matahari terbenam; demikian juga siapa yang membawa bangkainya haruslah mencuci pakaiannya, dan ia menjadi najis sampai matahari terbenam.","Saha-saha anu ngahakan bangkena kudu nyeuseuh pakeanana, tapi awakna mah tetep najis nepi ka burit. Anu mawa bangkena, eta oge kudu nyeuseuh pakeanana, tapi awakna mah tetep najis nepi ka burit."
Imamat,1,41,Every swarming thing that swarms on the land is detestable; it must not be eaten.,"Segala binatang yang merayap dan berkeriapan di atas bumi, adalah kejijikan, janganlah dimakan.","Sato-sato taneuh anu lalembut teu meunang didahar,"
Imamat,1,42,"You must not eat anything that crawls on its belly or anything that walks on all fours or on any number of legs of all the swarming things that swarm on the land, because they are detestable.","Segala yang merayap dengan perutnya dan segala yang berjalan dengan keempat kakinya, atau segala yang berkaki banyak, semua yang termasuk binatang yang merayap dan berkeriapan di atas bumi, janganlah kamu makan, karena semuanya itu adalah kejijikan.","boh anu leumpangna ngagulusur ku beuteung, boh anu leumpangna ku suku opat atawa sukuna loba."
Imamat,1,43,"Do not make yourselves detestable by any of the swarming things. You must not defile yourselves by them and become unclean by them,","Janganlah kamu membuat dirimu jijik oleh setiap binatang yang merayap dan berkeriapan dan janganlah kamu menajiskan dirimu dengan semuanya itu, sehingga kamu menjadi najis karenanya.",Pacuan ulah nganajiskeun maneh ngadahar anu karitu.
Imamat,1,44,"for I am theLord your God and you are to sanctify yourselves and be holy because I am holy. You must not defile yourselves by any of the swarming things that creep on the ground,","Sebab Akulah TUHAN, Allahmu, maka haruslah kamu menguduskan dirimu dan haruslah kamu kudus, sebab Aku ini kudus, dan janganlah kamu menajiskan dirimu dengan setiap binatang yang mengeriap dan merayap di atas bumi.",Karana Kami PANGERAN Allah maraneh teh suci. Jadi maraneh oge kudu nyucikeun diri.
Imamat,1,45,"for I am theLord who brought you up from the land of Egypt to be your God, and you are to be holy because I am holy.","Sebab Akulah TUHAN yang telah menuntun kamu keluar dari tanah Mesir, supaya menjadi Allahmu; jadilah kudus, sebab Aku ini kudus.","Kami teh PANGERAN anu ngaluarkeun maraneh ti Mesir, nepi ka jadi Allah maraneh. Kami teh suci, jadi maraneh oge kudu suci."
Imamat,1,46,"This is the law of the land animals, the birds, all the living creatures that move in the water, and all the creatures that swarm on the land,","Itulah hukum tentang binatang berkaki empat, burung-burung dan segala makhluk hidup yang bergerak di dalam air dan segala makhluk yang mengeriap di atas bumi,","Ieu kabeh jadi aturan anu ngeunaan sasatoan, manuk, sato cai, jeung sato taneuh."
Imamat,1,47,"to distinguish between the unclean and the clean, between the living creatures that may be eaten and the living creatures that must not be eaten.’” Imamat 12","yakni untuk membedakan antara yang najis dengan yang tahir, antara binatang yang boleh dimakan dengan binatang yang tidak boleh dimakan."" Imamat 12","Maraneh kudu taliti ngabedakeun mana anu najis mana anu henteu najis, mana anu meunang didahar mana anu henteu. Imamat 12"
Imamat,1,48,"or in the warp or woof of the linen or the wool, or in leather or anything made of leather,","entah pada benang lungsin atau benang pakannya, entah pada kulit atau sesuatu barang kulit,","atawa dina barang kulit atawa sakur barang tina kulit,"
Imamat,1,49,"if the infection in the garment or leather or warp or woof or any article of leather is yellowish green or reddish, it is a diseased infection and it must be shown to the priest.",#NAME?,"upama eta tanda buluk warnana geus semu hejo atawa semu beureum, eta tanda yen bulukna geus mimiti nemen, barangna kudu ditembongkeun ka imam."
Imamat,1,50,The priest is to examine and then quarantine the article with the infection for seven days.,"Kalau tanda itu telah diperiksa oleh imam, ia harus mengasingkan yang mempunyai tanda itu tujuh hari lamanya.","Ku imam kudu diilikan, terus singkurkeun tujuh poe."
Imamat,1,51,"He must then examine the infection on the seventh day. If the infection has spread in the garment, or in the warp, or in the woof, or in the leather – whatever the article into which the leather was made – the infection is a malignant disease. It is unclean.","Pada hari yang ketujuh ia harus memeriksa tanda itu lagi; apabila tanda itu meluas pada pakaian atau benang lungsin atau benang pakan atau pada kulit, entah untuk barang apapun kulit itu dipakai, maka itu adalah kusta yang jahat sekali, dan barang itu najis.","Dina poe katujuhna ku imam kudu diilikan deui. Upama tanda bulukna ngalegaan, eta barang jadi najis."
Imamat,1,52,"He must burn the garment or the warp or the woof, whether wool or linen, or any article of leather which has the infection in it. Because it is a malignant disease it must be burned up in the fire.","Ia harus membakar barang-barang yang mempunyai tanda itu, karena itu kusta yang jahat sekali; barang-barang itu harus dibakar habis.","Ku imam kudu diduruk sabab bulukna bisi nerekab, jadi kudu diduruk ku seuneu sina beak."
Imamat,1,53,"But if the priest examines it and the infection has not spread in the garment or in the warp or in the woof or in any article of leather,","Tetapi jikalau menurut pemeriksaan imam tanda itu tidak meluas pada barang-barang itu,","Tapi upama buluk tea dina eta barang henteu ngalegaan,"
Imamat,1,54,the priest is to command that they wash whatever has the infection and quarantine it for another seven days.,"maka imam harus memerintahkan orang mencuci barang yang mempunyai tanda itu, lalu ia harus mengasingkannya tujuh hari lagi untuk kedua kalinya.",ku imam kudu dititah dikumbah heula tuluy disingkurkeun tujuh poe deui.
Imamat,1,55,"The priest must then examine it after the infection has been washed out, and if the infection has not changed its appearance even though the infection has not spread, it is unclean. You must burn it up in the fire. It is a fungus, whether on the back side or front side of the article.","Kemudian sesudah barang itu dicuci, imam harus memeriksa tanda itu lagi; bila ternyata rupa tanda itu tidak berubah, biarpun itu tidak meluas, maka barang itu najis, dan engkau harus membakarnya habis, karena tanda itu semakin mendalam pada sebelah belakang atau sebelah muka.","Tuluy diilikan deui. Lamun warna bulukna henteu robah, sanajan teu ngalegaan eta barang masih keneh najis. Boh bulukna teh beulah luar boh beulah jero, eta barang kudu diduruk."
Imamat,1,56,"But if the priest has examined it and the infection has faded after it has been washed, he is to tear it out of the garment or the leather or the warp or the woof.","Dan jikalau menurut pemeriksaan imam tanda itu menjadi pudar sesudah dicuci, maka ia harus mengoyakkannya dari barang-barang itu.","Tapi saupama tas diilikan deui bulukna teh siga geus rek leungit, barangna boh lawon boh kulit kudu disoehkeun."
Imamat,1,57,"Then if it still appears again in the garment or the warp or the woof, or in any article of leather, it is an outbreak. Whatever has the infection in it you must burn up in the fire.","Tetapi jikalau tanda itu tampak pula pada barang-barang itu, maka itu kusta yang sedang timbul; barang yang mempunyai tanda itu, haruslah kaubakar habis.","Saupama geus kitu bulukna aya deui jeung ngalegaan, eta barang ku nu bogana kudu diduruk."
